event_id,shipment_id,event_timestamp,event_type,event_city,latitude,longitude,event_delay_minutes
3652,731,2024-06-12 05:07:00,In Transit,Chennai,13.77244,77.00474,0
3653,731,2024-06-12 10:14:00,At Hub,Mumbai,13.78706,72.81459,0
3654,731,2024-06-12 15:10:00,Out For Delivery,Mysuru,17.62849,76.83063,0
3655,731,2024-06-12 18:17:00,Delivered,Pune,12.31963,79.13768,8
3656,732,2024-09-23 00:00:00,Picked Up,Mysuru,11.67844,74.69451,0
3657,732,2024-09-23 05:34:00,In Transit,Mysuru,19.2488,78.82308,0
3658,732,2024-09-23 11:09:00,At Hub,Chennai,12.13482,79.72591,0
3659,732,2024-09-23 16:32:00,Out For Delivery,Pune,16.72644,78.50013,23
3660,732,2024-09-23 19:56:00,Delivered,Chennai,20.14346,74.54455,4
3661,733,2024-08-15 00:00:00,Picked Up,Mumbai,16.92833,76.55083,0
3662,733,2024-08-15 02:04:00,In Transit,Hyderabad,11.84323,72.62734,0
3663,733,2024-08-15 04:08:00,At Hub,Chennai,16.43432,77.37018,9
3664,733,2024-08-15 06:08:00,Out For Delivery,Chennai,11.77715,76.62987,0
3665,733,2024-08-15 07:24:00,Delivered,Hyderabad,16.93683,79.3624,2
3666,734,2025-03-12 00:00:00,Picked Up,Mumbai,18.32015,77.06966,0
3667,734,2025-03-12 04:03:00,In Transit,Pune,18.96418,75.94413,0
3668,734,2025-03-12 08:06:00,At Hub,Bengaluru,19.23163,74.614,15
3669,734,2025-03-12 12:01:00,Out For Delivery,Hyderabad,18.42156,76.17009,3
3670,734,2025-03-12 14:29:00,Delivered,Bengaluru,13.49331,74.53975,4
3671,735,2025-02-06 00:00:00,Picked Up,Mumbai,19.34218,79.83847,0
3672,735,2025-02-06 01:13:00,In Transit,Chennai,16.31572,77.92178,0
3673,735,2025-02-06 02:26:00,At Hub,Chennai,19.46465,73.60539,0
3674,735,2025-02-06 03:37:00,Out For Delivery,Mumbai,15.14049,75.53214,0
3675,735,2025-02-06 04:22:00,Delivered,Pune,16.01434,73.73129,0
3676,736,2024-07-23 00:00:00,Picked Up,Pune,15.96433,74.63329,0
3677,736,2024-07-23 01:32:00,In Transit,Mysuru,13.10368,73.07054,0
3678,736,2024-07-23 03:05:00,At Hub,Mumbai,18.13508,76.26149,2
3679,736,2024-07-23 04:34:00,Out For Delivery,Mumbai,17.41005,76.64041,26
3680,736,2024-07-23 05:31:00,Delivered,Mysuru,14.87472,75.80845,16
3681,737,2024-01-01 00:00:00,Picked Up,Mumbai,17.06842,76.85419,0
3682,737,2024-01-01 03:17:00,In Transit,Mumbai,18.88745,80.19738,0
3683,737,2024-01-01 06:35:00,At Hub,Mysuru,16.98449,75.15079,1
3684,737,2024-01-01 09:45:00,Out For Delivery,Mumbai,11.66157,80.32006,2
3685,737,2024-01-01 11:46:00,Delivered,Mumbai,13.25272,74.56091,19
3686,738,2024-08-26 00:00:00,Picked Up,Chennai,16.03503,74.01448,0
3687,738,2024-08-26 01:35:00,In Transit,Bengaluru,14.15726,75.32887,0
3688,738,2024-08-26 03:10:00,At Hub,Pune,12.88878,74.30561,16
3689,738,2024-08-26 04:43:00,Out For Delivery,Bengaluru,11.74758,78.03832,0
3690,738,2024-08-26 05:41:00,Delivered,Chennai,19.99105,75.41468,11
3691,739,2024-10-28 00:00:00,Picked Up,Hyderabad,12.5323,77.51941,0
3692,739,2024-10-28 02:07:00,In Transit,Bengaluru,19.38528,79.39974,0
3693,739,2024-10-28 04:15:00,At Hub,Hyderabad,16.21436,73.30295,0
3694,739,2024-10-28 06:18:00,Out For Delivery,Chennai,17.40683,78.88084,19
3695,739,2024-10-28 07:36:00,Delivered,Pune,17.64908,79.45559,5
3696,740,2025-01-03 00:00:00,Picked Up,Hyderabad,13.18553,74.80343,0
3697,740,2025-01-03 02:18:00,In Transit,Chennai,15.95954,75.40929,0
3698,740,2025-01-03 04:37:00,At Hub,Mumbai,18.98645,76.66909,0
3699,740,2025-01-03 06:50:00,Out For Delivery,Pune,18.22588,75.42752,10
3700,740,2025-01-03 08:15:00,Delivered,Mysuru,18.73332,74.91624,25
3701,741,2024-01-16 00:00:00,Picked Up,Mumbai,16.25106,74.38326,0
3702,741,2024-01-16 01:58:00,In Transit,Pune,15.63708,75.29994,0
3703,741,2024-01-16 03:56:00,At Hub,Pune,20.06224,72.67513,11
3704,741,2024-01-16 05:50:00,Out For Delivery,Bengaluru,17.58154,74.72562,0
3705,741,2024-01-16 07:02:00,Delivered,Pune,19.63639,72.60353,3
3706,742,2024-05-24 00:00:00,Picked Up,Bengaluru,16.61461,76.91229,0
3707,742,2024-05-24 02:18:00,In Transit,Hyderabad,19.09844,73.23922,0
3708,742,2024-05-24 04:37:00,At Hub,Pune,17.42928,78.48497,0
3709,742,2024-05-24 06:51:00,Out For Delivery,Hyderabad,18.66086,72.86936,11
3710,742,2024-05-24 08:16:00,Delivered,Pune,15.59842,76.00199,7
3711,743,2024-01-30 00:00:00,Picked Up,Bengaluru,14.19828,76.47176,0
3712,743,2024-01-30 05:27:00,In Transit,Mysuru,14.84249,76.30454,0
3713,743,2024-01-30 10:54:00,At Hub,Mumbai,16.92656,79.80561,4
3714,743,2024-01-30 16:09:00,Out For Delivery,Pune,14.63603,76.28771,17
3715,743,2024-01-30 19:28:00,Delivered,Chennai,19.55211,79.79458,0
3716,744,2024-10-04 00:00:00,Picked Up,Mumbai,12.4483,73.45149,0
3717,744,2024-10-04 01:32:00,In Transit,Bengaluru,15.22246,73.36818,0
3718,744,2024-10-04 03:05:00,At Hub,Mysuru,16.88611,73.76449,0
3719,744,2024-10-04 04:34:00,Out For Delivery,Mysuru,14.25439,78.45928,1
3720,744,2024-10-04 05:31:00,Delivered,Chennai,15.71114,81.10877,5
3721,745,2024-09-24 00:00:00,Picked Up,Hyderabad,19.1047,75.65982,0
3722,745,2024-09-24 04:24:00,In Transit,Bengaluru,11.89573,79.94151,0
3723,745,2024-09-24 08:49:00,At Hub,Mumbai,19.3999,74.57405,18
3724,745,2024-09-24 13:04:00,Out For Delivery,Hyderabad,19.40185,75.22344,0
3725,745,2024-09-24 15:45:00,Delivered,Hyderabad,15.65753,74.46675,9
3726,746,2024-09-09 00:00:00,Picked Up,Bengaluru,17.63868,74.17912,0
3727,746,2024-09-09 05:40:00,In Transit,Mumbai,16.30972,74.72856,0
3728,746,2024-09-09 11:21:00,At Hub,Bengaluru,19.81391,72.75195,32
3729,746,2024-09-09 16:50:00,Out For Delivery,Chennai,15.10239,74.54803,0
3730,746,2024-09-09 20:17:00,Delivered,Chennai,15.77474,80.1777,0
3731,747,2024-09-17 00:00:00,Picked Up,Mysuru,17.69495,77.60367,0
3732,747,2024-09-17 01:44:00,In Transit,Pune,12.27433,78.60713,0
3733,747,2024-09-17 03:28:00,At Hub,Mysuru,13.67549,76.17003,12
3734,747,2024-09-17 05:09:00,Out For Delivery,Hyderabad,14.54909,80.05756,0
3735,747,2024-09-17 06:13:00,Delivered,Mysuru,12.73594,78.7022,7
3736,748,2024-03-25 00:00:00,Picked Up,Pune,19.37418,76.32455,0
3737,748,2024-03-25 06:33:00,In Transit,Mysuru,15.7464,80.66132,0
3738,748,2024-03-25 13:07:00,At Hub,Mumbai,16.03263,76.79087,0
3739,748,2024-03-25 19:26:00,Out For Delivery,Chennai,12.42989,79.72577,31
3740,748,2024-03-25 23:26:00,Delivered,Pune,15.28889,73.13667,15
3741,749,2025-03-07 00:00:00,Picked Up,Chennai,18.33979,75.81716,0
3742,749,2025-03-07 06:16:00,In Transit,Chennai,12.3732,78.07726,0
3743,749,2025-03-07 12:33:00,At Hub,Chennai,16.73347,77.83559,0
3744,749,2025-03-07 18:37:00,Out For Delivery,Bengaluru,14.67572,80.45937,21
3745,749,2025-03-07 22:26:00,Delivered,Pune,20.17837,76.8428,0
3746,750,2024-03-27 00:00:00,Picked Up,Hyderabad,13.05206,77.01501,0
3747,750,2024-03-27 02:10:00,In Transit,Pune,18.58195,79.33637,0
3748,750,2024-03-27 04:21:00,At Hub,Hyderabad,18.36066,78.73061,9
3749,750,2024-03-27 06:27:00,Out For Delivery,Pune,19.27296,74.20854,14
3750,750,2024-03-27 07:47:00,Delivered,Pune,12.63496,81.08532,0
3751,751,2024-01-10 00:00:00,Picked Up,Chennai,19.05442,80.36048,0
3752,751,2024-01-10 01:53:00,In Transit,Hyderabad,19.21147,77.26684,0
3753,751,2024-01-10 03:47:00,At Hub,Mysuru,11.9455,79.06043,14
3754,751,2024-01-10 05:36:00,Out For Delivery,Hyderabad,15.89639,78.19984,36
3755,751,2024-01-10 06:46:00,Delivered,Hyderabad,12.99457,74.95268,0
3756,752,2025-01-28 00:00:00,Picked Up,Pune,12.88202,74.22186,0
3757,752,2025-01-28 01:58:00,In Transit,Hyderabad,19.9649,73.8474,0
3758,752,2025-01-28 03:56:00,At Hub,Pune,13.84265,77.69719,23
3759,752,2025-01-28 05:51:00,Out For Delivery,Mysuru,18.40534,79.40979,0
3760,752,2025-01-28 07:03:00,Delivered,Bengaluru,13.56466,75.04026,10
3761,753,2024-12-28 00:00:00,Picked Up,Chennai,19.66049,79.76591,0
3762,753,2024-12-28 04:43:00,In Transit,Mumbai,17.57083,73.22365,0
3763,753,2024-12-28 09:26:00,At Hub,Bengaluru,13.13048,76.44439,27
3764,753,2024-12-28 13:59:00,Out For Delivery,Hyderabad,16.72893,75.38091,0
3765,753,2024-12-28 16:52:00,Delivered,Mysuru,14.3154,79.88018,13
3766,754,2025-02-24 00:00:00,Picked Up,Chennai,12.40112,79.87202,0
3767,754,2025-02-24 03:07:00,In Transit,Mysuru,12.82893,73.22976,0
3768,754,2025-02-24 06:15:00,At Hub,Chennai,17.08345,76.65305,11
3769,754,2025-02-24 09:16:00,Out For Delivery,Chennai,13.99822,76.90647,1
3770,754,2025-02-24 11:11:00,Delivered,Chennai,15.46673,75.53097,16
3771,755,2024-08-11 00:00:00,Picked Up,Mysuru,17.53555,79.18414,0
3772,755,2024-08-11 01:03:00,In Transit,Hyderabad,18.92096,81.06114,0
3773,755,2024-08-11 02:07:00,At Hub,Chennai,14.93005,78.45832,18
3774,755,2024-08-11 03:08:00,Out For Delivery,Mysuru,15.64104,81.2452,0
3775,755,2024-08-11 03:47:00,Delivered,Mumbai,13.69056,75.75882,2
3776,756,2024-07-14 00:00:00,Picked Up,Mumbai,11.67606,77.11114,0
3777,756,2024-07-14 03:59:00,In Transit,Chennai,15.894,77.1222,0
3778,756,2024-07-14 07:58:00,At Hub,Pune,19.97407,80.5208,25
3779,756,2024-07-14 11:48:00,Out For Delivery,Mysuru,15.18842,75.67269,0
3780,756,2024-07-14 14:14:00,Delivered,Hyderabad,18.44691,77.11153,0
3781,757,2024-07-03 00:00:00,Picked Up,Mysuru,16.47727,80.00652,0
3782,757,2024-07-03 01:47:00,In Transit,Mumbai,18.51157,73.66346,0
3783,757,2024-07-03 03:35:00,At Hub,Mumbai,14.06345,72.94017,0
3784,757,2024-07-03 05:19:00,Out For Delivery,Mumbai,15.73907,75.62784,30
3785,757,2024-07-03 06:25:00,Delivered,Bengaluru,18.19452,74.65415,17
3786,758,2025-02-16 00:00:00,Picked Up,Mysuru,11.93019,79.96902,0
3787,758,2025-02-16 06:20:00,In Transit,Bengaluru,11.58665,80.74659,0
3788,758,2025-02-16 12:41:00,At Hub,Mumbai,16.96029,75.33225,0
3789,758,2025-02-16 18:48:00,Out For Delivery,Pune,16.82585,73.9656,0
3790,758,2025-02-16 22:40:00,Delivered,Mysuru,16.09908,77.69302,0
3791,759,2024-10-18 00:00:00,Picked Up,Hyderabad,14.09296,72.80857,0
3792,759,2024-10-18 02:58:00,In Transit,Mysuru,11.82411,72.73186,0
3793,759,2024-10-18 05:57:00,At Hub,Hyderabad,18.42781,76.29925,0
3794,759,2024-10-18 08:50:00,Out For Delivery,Mumbai,15.44108,77.01337,22
3795,759,2024-10-18 10:39:00,Delivered,Mumbai,12.55781,77.3933,0
3796,760,2024-06-10 00:00:00,Picked Up,Hyderabad,14.34471,76.39392,0
3797,760,2024-06-10 05:04:00,In Transit,Pune,17.12844,76.84831,0
3798,760,2024-06-10 10:09:00,At Hub,Bengaluru,16.89643,77.28896,19
3799,760,2024-06-10 15:03:00,Out For Delivery,Mysuru,16.14745,78.47435,18
3800,760,2024-06-10 18:09:00,Delivered,Bengaluru,19.09997,76.30399,20
3801,761,2024-04-27 00:00:00,Picked Up,Mysuru,15.09104,79.22536,0
3802,761,2024-04-27 04:06:00,In Transit,Mumbai,16.56822,73.12486,0
3803,761,2024-04-27 08:12:00,At Hub,Mysuru,19.79207,72.97638,17
3804,761,2024-04-27 12:09:00,Out For Delivery,Mysuru,16.69265,76.265,16
3805,761,2024-04-27 14:39:00,Delivered,Mysuru,16.39509,76.71556,0
3806,762,2024-02-14 00:00:00,Picked Up,Hyderabad,12.40962,77.88991,0
3807,762,2024-02-14 02:20:00,In Transit,Bengaluru,17.92019,79.25205,0
3808,762,2024-02-14 04:41:00,At Hub,Pune,19.37675,76.10334,1
3809,762,2024-02-14 06:56:00,Out For Delivery,Mumbai,15.28789,76.03671,0
3810,762,2024-02-14 08:22:00,Delivered,Chennai,16.50876,77.6338,0
3811,763,2024-02-19 00:00:00,Picked Up,Mumbai,18.02489,76.98703,0
3812,763,2024-02-19 03:03:00,In Transit,Chennai,12.41196,80.05296,0
3813,763,2024-02-19 06:07:00,At Hub,Mumbai,11.90525,78.705,2
3814,763,2024-02-19 09:04:00,Out For Delivery,Hyderabad,18.8976,76.31983,1
3815,763,2024-02-19 10:56:00,Delivered,Hyderabad,16.98106,79.93969,7
3816,764,2025-02-21 00:00:00,Picked Up,Hyderabad,14.08216,75.61754,0
3817,764,2025-02-21 00:50:00,In Transit,Hyderabad,19.38178,80.42848,0
3818,764,2025-02-21 01:40:00,At Hub,Pune,19.9954,80.43618,15
3819,764,2025-02-21 02:28:00,Out For Delivery,Pune,15.06559,81.21905,7
3820,764,2025-02-21 02:59:00,Delivered,Chennai,15.60884,77.37376,2
3821,765,2024-05-16 00:00:00,Picked Up,Pune,16.10904,75.33129,0
3822,765,2024-05-16 04:10:00,In Transit,Mumbai,12.15269,80.38173,0
3823,765,2024-05-16 08:20:00,At Hub,Hyderabad,18.25788,78.00745,0
3824,765,2024-05-16 12:22:00,Out For Delivery,Mysuru,15.05955,74.73539,9
3825,765,2024-05-16 14:54:00,Delivered,Bengaluru,16.26534,77.8642,11
3826,766,2024-10-16 00:00:00,Picked Up,Bengaluru,12.29228,76.67049,0
3827,766,2024-10-16 01:47:00,In Transit,Bengaluru,13.18519,74.33378,0
3828,766,2024-10-16 03:34:00,At Hub,Mysuru,17.25334,80.51905,16
3829,766,2024-10-16 05:17:00,Out For Delivery,Mumbai,17.1441,80.16645,0
3830,766,2024-10-16 06:23:00,Delivered,Bengaluru,18.01037,80.14506,0
3831,767,2024-06-28 00:00:00,Picked Up,Bengaluru,16.16803,79.11651,0
3832,767,2024-06-28 03:33:00,In Transit,Chennai,12.71856,75.56482,0
3833,767,2024-06-28 07:06:00,At Hub,Mumbai,19.58296,80.19381,8
3834,767,2024-06-28 10:32:00,Out For Delivery,Mumbai,12.67037,74.02055,0
3835,767,2024-06-28 12:42:00,Delivered,Bengaluru,16.84851,80.44443,0
3836,768,2025-03-22 00:00:00,Picked Up,Mumbai,19.87194,78.25171,0
3837,768,2025-03-22 05:29:00,In Transit,Chennai,18.79199,77.12178,0
3838,768,2025-03-22 10:58:00,At Hub,Mysuru,13.31244,77.11726,0
3839,768,2025-03-22 16:15:00,Out For Delivery,Chennai,13.41298,75.74113,29
3840,768,2025-03-22 19:35:00,Delivered,Mysuru,14.66704,80.94307,10
3841,769,2024-12-01 00:00:00,Picked Up,Hyderabad,15.36232,79.14483,0
3842,769,2024-12-01 03:01:00,In Transit,Chennai,18.03206,74.83679,0
3843,769,2024-12-01 06:02:00,At Hub,Hyderabad,15.63422,80.81703,18
3844,769,2024-12-01 08:57:00,Out For Delivery,Bengaluru,13.36579,73.1526,7
3845,769,2024-12-01 10:48:00,Delivered,Mysuru,14.82657,80.72411,8
3846,770,2024-11-20 00:00:00,Picked Up,Hyderabad,15.25942,77.24161,0
3847,770,2024-11-20 02:21:00,In Transit,Hyderabad,15.38119,77.4704,0
3848,770,2024-11-20 04:43:00,At Hub,Bengaluru,15.59339,72.92211,22
3849,770,2024-11-20 07:00:00,Out For Delivery,Hyderabad,16.62381,73.72485,2
3850,770,2024-11-20 08:27:00,Delivered,Mysuru,11.52947,74.65855,20
3851,771,2024-05-24 00:00:00,Picked Up,Mysuru,17.6299,73.37291,0
3852,771,2024-05-24 06:21:00,In Transit,Chennai,19.40732,74.3922,0
3853,771,2024-05-24 12:42:00,At Hub,Bengaluru,11.62164,79.29189,0
3854,771,2024-05-24 18:49:00,Out For Delivery,Mumbai,19.1128,77.90463,0
3855,771,2024-05-24 22:41:00,Delivered,Mysuru,15.64056,80.89824,0
3856,772,2024-03-10 00:00:00,Picked Up,Hyderabad,13.65196,78.93848,0
3857,772,2024-03-10 02:11:00,In Transit,Mysuru,15.3232,75.12106,0
3858,772,2024-03-10 04:23:00,At Hub,Mysuru,15.46647,73.12662,0
3859,772,2024-03-10 06:30:00,Out For Delivery,Chennai,17.81109,73.10147,0
3860,772,2024-03-10 07:51:00,Delivered,Mumbai,19.80936,74.19853,16
3861,773,2024-03-25 00:00:00,Picked Up,Mysuru,19.17986,79.62336,0
3862,773,2024-03-25 01:37:00,In Transit,Bengaluru,19.92038,76.70544,0
3863,773,2024-03-25 03:15:00,At Hub,Mysuru,13.104,76.39907,0
3864,773,2024-03-25 04:49:00,Out For Delivery,Bengaluru,12.94202,81.14199,25
3865,773,2024-03-25 05:49:00,Delivered,Bengaluru,16.95024,77.2351,7
3866,774,2025-01-31 00:00:00,Picked Up,Chennai,17.26102,73.52239,0
3867,774,2025-01-31 02:17:00,In Transit,Mumbai,16.32866,75.02747,0
3868,774,2025-01-31 04:34:00,At Hub,Bengaluru,19.67953,79.20623,0
3869,774,2025-01-31 06:47:00,Out For Delivery,Chennai,11.59704,74.63247,0
3870,774,2025-01-31 08:11:00,Delivered,Pune,17.40535,74.53358,0
3871,775,2024-08-04 00:00:00,Picked Up,Chennai,15.92833,80.3128,0
3872,775,2024-08-04 02:16:00,In Transit,Pune,17.53569,75.97274,0
3873,775,2024-08-04 04:32:00,At Hub,Mysuru,13.04026,78.07921,0
3874,775,2024-08-04 06:43:00,Out For Delivery,Mumbai,14.66813,80.00082,0
3875,775,2024-08-04 08:06:00,Delivered,Bengaluru,14.66856,74.3474,14
3876,776,2024-08-23 00:00:00,Picked Up,Bengaluru,18.25252,76.7804,0
3877,776,2024-08-23 04:44:00,In Transit,Mysuru,13.45533,74.21754,0
3878,776,2024-08-23 09:28:00,At Hub,Hyderabad,12.93899,79.33902,26
3879,776,2024-08-23 14:02:00,Out For Delivery,Bengaluru,15.42845,77.60058,7
3880,776,2024-08-23 16:55:00,Delivered,Mumbai,19.13125,80.13618,0
3881,777,2024-12-06 00:00:00,Picked Up,Mysuru,15.42436,72.63522,0
3882,777,2024-12-06 04:51:00,In Transit,Chennai,15.21006,77.8345,0
3883,777,2024-12-06 09:42:00,At Hub,Mumbai,12.84046,78.18951,34
3884,777,2024-12-06 14:24:00,Out For Delivery,Bengaluru,13.08907,79.10461,16
3885,777,2024-12-06 17:21:00,Delivered,Chennai,11.91643,76.08917,23
3886,778,2024-03-16 00:00:00,Picked Up,Mumbai,17.6338,74.49646,0
3887,778,2024-03-16 05:24:00,In Transit,Bengaluru,18.419,78.05086,0
3888,778,2024-03-16 10:49:00,At Hub,Mysuru,16.61179,75.61123,0
3889,778,2024-03-16 16:01:00,Out For Delivery,Bengaluru,15.61042,78.64516,42
3890,778,2024-03-16 19:19:00,Delivered,Bengaluru,15.27316,74.28,0
3891,779,2024-08-02 00:00:00,Picked Up,Hyderabad,13.36122,72.55107,0
3892,779,2024-08-02 05:28:00,In Transit,Hyderabad,14.11833,79.09048,0
3893,779,2024-08-02 10:57:00,At Hub,Hyderabad,19.84368,76.92114,0
3894,779,2024-08-02 16:14:00,Out For Delivery,Chennai,19.47772,78.71953,13
3895,779,2024-08-02 19:34:00,Delivered,Mumbai,13.41392,72.57757,0
3896,780,2024-06-07 00:00:00,Picked Up,Chennai,17.73031,75.53106,0
3897,780,2024-06-07 05:32:00,In Transit,Mysuru,18.34388,75.48264,0
3898,780,2024-06-07 11:04:00,At Hub,Mysuru,18.6282,73.65014,8
3899,780,2024-06-07 16:24:00,Out For Delivery,Chennai,15.05384,75.56858,0
3900,780,2024-06-07 19:46:00,Delivered,Bengaluru,18.14373,73.35317,0
3901,781,2024-05-23 00:00:00,Picked Up,Pune,14.55559,79.86771,0
3902,781,2024-05-23 05:16:00,In Transit,Pune,12.08113,80.79262,0
3903,781,2024-05-23 10:32:00,At Hub,Bengaluru,18.2546,77.74416,0
3904,781,2024-05-23 15:37:00,Out For Delivery,Pune,17.10598,79.16609,0
3905,781,2024-05-23 18:49:00,Delivered,Mysuru,19.2407,78.6627,14
3906,782,2024-11-25 00:00:00,Picked Up,Chennai,13.25479,76.28176,0
3907,782,2024-11-25 05:32:00,In Transit,Mumbai,15.79817,72.98592,0
3908,782,2024-11-25 11:05:00,At Hub,Hyderabad,19.80535,73.63148,30
3909,782,2024-11-25 16:26:00,Out For Delivery,Mysuru,11.723,80.63778,5
3910,782,2024-11-25 19:48:00,Delivered,Chennai,18.91098,77.11347,33
3911,783,2024-03-12 00:00:00,Picked Up,Mysuru,13.4918,73.57028,0
3912,783,2024-03-12 05:08:00,In Transit,Mysuru,14.66151,74.74777,0
3913,783,2024-03-12 10:16:00,At Hub,Chennai,16.5021,80.33139,12
3914,783,2024-03-12 15:13:00,Out For Delivery,Mumbai,17.16265,76.68217,5
3915,783,2024-03-12 18:21:00,Delivered,Pune,19.05707,75.06588,3
3916,784,2025-02-26 00:00:00,Picked Up,Mysuru,12.62067,80.02677,0
3917,784,2025-02-26 04:34:00,In Transit,Mumbai,16.61051,80.32401,0
3918,784,2025-02-26 09:08:00,At Hub,Chennai,19.6591,72.97193,22
3919,784,2025-02-26 13:33:00,Out For Delivery,Bengaluru,16.94497,79.4836,0
3920,784,2025-02-26 16:20:00,Delivered,Bengaluru,13.94113,77.39983,5
3921,785,2025-02-01 00:00:00,Picked Up,Chennai,17.66594,73.68299,0
3922,785,2025-02-01 03:23:00,In Transit,Bengaluru,18.58238,77.83376,0
3923,785,2025-02-01 06:46:00,At Hub,Pune,12.44087,76.95721,2
3924,785,2025-02-01 10:01:00,Out For Delivery,Mysuru,12.24655,81.03183,11
3925,785,2025-02-01 12:05:00,Delivered,Mumbai,12.07283,77.97507,0
3926,786,2024-01-27 00:00:00,Picked Up,Hyderabad,16.59142,74.97177,0
3927,786,2024-01-27 05:09:00,In Transit,Mumbai,19.41893,75.17617,0
3928,786,2024-01-27 10:19:00,At Hub,Hyderabad,15.41261,77.28511,11
3929,786,2024-01-27 15:17:00,Out For Delivery,Chennai,14.86943,77.78178,0
3930,786,2024-01-27 18:26:00,Delivered,Chennai,15.96878,78.61197,1
3931,787,2024-03-14 00:00:00,Picked Up,Hyderabad,11.98271,75.00396,0
3932,787,2024-03-14 01:53:00,In Transit,Mysuru,18.62731,73.20306,0
3933,787,2024-03-14 03:47:00,At Hub,Bengaluru,16.82622,73.84541,0
3934,787,2024-03-14 05:36:00,Out For Delivery,Chennai,12.07567,74.40026,20
3935,787,2024-03-14 06:46:00,Delivered,Pune,15.97513,77.68108,0
3936,788,2025-03-25 00:00:00,Picked Up,Pune,18.37185,78.27491,0
3937,788,2025-03-25 05:20:00,In Transit,Pune,16.7962,76.12368,0
3938,788,2025-03-25 10:40:00,At Hub,Mysuru,15.62213,76.14778,0
3939,788,2025-03-25 15:49:00,Out For Delivery,Pune,11.54977,78.23162,0
3940,788,2025-03-25 19:04:00,Delivered,Hyderabad,13.26142,80.33301,13
3941,789,2024-09-21 00:00:00,Picked Up,Mysuru,18.9737,73.1752,0
3942,789,2024-09-21 03:04:00,In Transit,Bengaluru,12.42558,76.85751,0
3943,789,2024-09-21 06:09:00,At Hub,Mysuru,17.73614,77.73526,0
3944,789,2024-09-21 09:06:00,Out For Delivery,Hyderabad,14.32597,72.72327,15
3945,789,2024-09-21 10:59:00,Delivered,Chennai,18.75992,76.19855,0
3946,790,2024-09-18 00:00:00,Picked Up,Pune,16.52057,80.18195,0
3947,790,2024-09-18 05:19:00,In Transit,Pune,19.01352,75.76937,0
3948,790,2024-09-18 10:39:00,At Hub,Pune,13.31733,79.32129,15
3949,790,2024-09-18 15:47:00,Out For Delivery,Chennai,19.3685,74.24332,0
3950,790,2024-09-18 19:02:00,Delivered,Mysuru,11.72452,72.67846,0
3951,791,2024-03-19 00:00:00,Picked Up,Mumbai,16.91414,78.32274,0
3952,791,2024-03-19 04:13:00,In Transit,Hyderabad,14.20606,75.3161,0
3953,791,2024-03-19 08:26:00,At Hub,Mysuru,12.00576,80.67622,24
3954,791,2024-03-19 12:30:00,Out For Delivery,Bengaluru,13.43593,81.29712,0
3955,791,2024-03-19 15:04:00,Delivered,Chennai,13.44369,73.21145,12
3956,792,2025-02-01 00:00:00,Picked Up,Mumbai,19.11192,80.05701,0
3957,792,2025-02-01 02:26:00,In Transit,Mumbai,15.01106,78.68109,0
3958,792,2025-02-01 04:52:00,At Hub,Bengaluru,16.34647,80.00601,0
3959,792,2025-02-01 07:13:00,Out For Delivery,Chennai,15.72274,75.61437,8
3960,792,2025-02-01 08:42:00,Delivered,Mumbai,19.25566,73.95973,0
3961,793,2024-03-06 00:00:00,Picked Up,Mysuru,12.80073,77.5768,0
3962,793,2024-03-06 02:02:00,In Transit,Pune,17.2202,74.21265,0
3963,793,2024-03-06 04:04:00,At Hub,Bengaluru,13.64557,78.38157,13
3964,793,2024-03-06 06:01:00,Out For Delivery,Pune,17.9393,76.44353,2
3965,793,2024-03-06 07:16:00,Delivered,Bengaluru,15.48394,77.51015,6
3966,794,2024-01-17 00:00:00,Picked Up,Hyderabad,17.52574,77.71127,0
3967,794,2024-01-17 04:52:00,In Transit,Hyderabad,19.14467,75.64062,0
3968,794,2024-01-17 09:44:00,At Hub,Chennai,14.10901,74.38178,6
3969,794,2024-01-17 14:26:00,Out For Delivery,Mumbai,17.24663,77.90886,10
3970,794,2024-01-17 17:24:00,Delivered,Pune,18.88821,76.72635,16
3971,795,2024-09-26 00:00:00,Picked Up,Mumbai,19.07257,75.66312,0
3972,795,2024-09-26 01:40:00,In Transit,Hyderabad,19.56236,78.64818,0
3973,795,2024-09-26 03:20:00,At Hub,Pune,16.13737,73.71351,11
3974,795,2024-09-26 04:57:00,Out For Delivery,Mysuru,16.64381,75.27011,0
3975,795,2024-09-26 05:58:00,Delivered,Chennai,17.38169,75.64146,18
3976,796,2025-01-17 00:00:00,Picked Up,Mumbai,15.96039,78.44657,0
3977,796,2025-01-17 02:08:00,In Transit,Bengaluru,19.8542,74.73229,0
3978,796,2025-01-17 04:17:00,At Hub,Bengaluru,19.1123,80.63188,9
3979,796,2025-01-17 06:20:00,Out For Delivery,Pune,14.96154,80.88654,12
3980,796,2025-01-17 07:39:00,Delivered,Bengaluru,17.61421,72.86965,8
3981,797,2025-02-28 00:00:00,Picked Up,Bengaluru,19.38979,76.76336,0
3982,797,2025-02-28 03:36:00,In Transit,Hyderabad,15.50484,77.48491,0
3983,797,2025-02-28 07:13:00,At Hub,Chennai,18.73081,72.63625,3
3984,797,2025-02-28 10:42:00,Out For Delivery,Bengaluru,13.87438,72.5216,0
3985,797,2025-02-28 12:54:00,Delivered,Bengaluru,18.44931,80.81767,28
3986,798,2024-12-08 00:00:00,Picked Up,Mumbai,16.79399,74.74072,0
