shipment_id,order_id,route_id,carrier_id,shipment_date,promised_delivery_date,actual_delivery_date,status,weight_kg,fuel_cost_index,weather_score,traffic_score,planned_cost,actual_cost,delay_minutes,on_time_flag
450,ORD00450,305,203,2024-01-23 00:00:00,2024-01-23 04:44:57.982673,2024-01-23 04:41:57.982673,Delivered,331.21,0.9,0.305,0.728,9785.62,9496.55,-3,1
451,ORD00451,308,201,2024-04-05 00:00:00,2024-04-05 19:53:07.716197,2024-04-05 20:54:07.716197,Delivered,641.23,0.905,0.517,0.513,19990.47,20138.2,61,0
452,ORD00452,303,201,2024-05-07 00:00:00,2024-05-07 16:07:54.372295,2024-05-07 17:20:54.372295,Delivered,656.5,1.1,0.116,1.0,18237.46,18499.42,73,0
453,ORD00453,303,204,2024-12-15 00:00:00,2024-12-15 14:20:30.570770,2024-12-15 14:16:30.570770,Delivered,322.62,0.924,0.535,0.38,11309.91,11445.93,-4,1
454,ORD00454,302,202,2025-01-15 00:00:00,2025-01-15 09:46:41.202223,2025-01-15 11:59:41.202223,Delivered,306.84,1.117,0.976,0.278,12145.38,12361.43,133,0
455,ORD00455,307,203,2024-09-22 00:00:00,2024-09-22 15:12:04.131716,2024-09-22 17:02:04.131716,Delivered,355.9,1.282,0.814,0.69,59607.97,59909.63,110,0
456,ORD00456,308,201,2024-02-28 00:00:00,2024-02-28 17:14:26.689748,2024-02-28 19:34:26.689748,Delivered,515.18,1.005,0.846,0.707,22208.99,22467.95,140,0
457,ORD00457,303,201,2024-08-21 00:00:00,2024-08-21 13:22:25.591456,2024-08-21 15:49:25.591456,Delivered,346.8,0.731,0.586,0.742,12108.36,12494.48,147,0
458,ORD00458,307,203,2024-12-08 00:00:00,2024-12-08 16:37:07.413017,2024-12-08 17:46:07.413017,Delivered,659.13,1.041,0.424,0.735,48423.26,48374.72,69,0
459,ORD00459,307,204,2024-04-20 00:00:00,2024-04-20 16:43:26.279471,2024-04-20 15:52:26.279471,Delivered,699.71,0.842,0.254,0.179,12523.69,12703.71,-51,1
460,ORD00460,302,204,2025-02-13 00:00:00,2025-02-13 09:32:30.405694,2025-02-13 10:23:30.405694,Delivered,380.46,0.954,0.555,0.222,8242.68,8228.64,51,0
461,ORD00461,303,202,2024-06-16 00:00:00,2024-06-16 13:16:20.871473,2024-06-16 13:43:20.871473,Delivered,560.48,1.173,0.508,0.645,18069.96,17995.79,27,0
462,ORD00462,307,203,2025-02-08 00:00:00,2025-02-08 18:07:01.897582,2025-02-08 18:19:01.897582,Delivered,609.86,1.174,0.96,0.264,54598.0,54615.52,12,0
463,ORD00463,304,201,2024-10-15 00:00:00,2024-10-15 10:10:25.356502,2024-10-15 11:18:25.356502,Delivered,249.9,0.722,0.114,0.308,6572.42,6350.77,68,0
464,ORD00464,304,204,2025-02-01 00:00:00,2025-02-01 07:23:17.090468,2025-02-01 06:37:17.090468,Delivered,571.26,1.036,0.552,0.339,6959.53,7326.04,-46,1
465,ORD00465,308,204,2024-01-11 00:00:00,2024-01-11 16:28:47.042109,2024-01-11 17:49:47.042109,Delivered,260.79,1.06,0.787,0.545,17302.71,17673.57,81,0
466,ORD00466,303,201,2024-02-23 00:00:00,2024-02-23 14:19:11.243980,2024-02-23 15:43:11.243980,Delivered,495.38,0.974,0.503,0.479,16149.6,16357.31,84,0
467,ORD00467,308,204,2024-04-01 00:00:00,2024-04-01 18:16:12.211035,2024-04-01 19:11:12.211035,Delivered,448.41,0.995,0.454,0.8,16235.87,16112.9,55,0
468,ORD00468,301,201,2024-03-26 00:00:00,2024-03-26 05:54:57.127534,2024-03-26 07:34:57.127534,Delivered,483.25,1.179,0.703,0.58,5745.71,5861.1,100,0
469,ORD00469,306,202,2024-10-14 00:00:00,2024-10-14 20:39:36.867572,2024-10-14 19:50:36.867572,Delivered,664.65,0.933,0.608,0.657,23664.65,23801.54,-49,1
470,ORD00470,305,204,2024-05-02 00:00:00,2024-05-02 03:15:25.388890,2024-05-02 04:19:25.388890,Delivered,616.94,0.902,0.312,0.564,3139.07,3168.69,64,0
471,ORD00471,301,203,2024-09-29 00:00:00,2024-09-29 05:50:40.676157,2024-09-29 04:25:40.676157,Delivered,371.99,0.763,0.054,0.0,8583.2,8643.14,-85,1
472,ORD00472,306,202,2024-11-02 00:00:00,2024-11-02 20:48:10.794666,2024-11-02 22:26:10.794666,Delivered,375.94,1.094,0.123,0.45,27759.92,28044.42,98,0
473,ORD00473,301,204,2024-02-17 00:00:00,2024-02-17 05:43:42.832792,2024-02-17 06:17:42.832792,Delivered,496.87,0.968,0.598,0.505,3484.66,3642.27,34,0
474,ORD00474,303,203,2024-07-26 00:00:00,2024-07-26 14:02:36.085966,2024-07-26 14:27:36.085966,Delivered,263.79,0.883,0.702,0.433,33757.86,33899.08,25,0
475,ORD00475,305,203,2024-06-15 00:00:00,2024-06-15 04:51:59.356358,2024-06-15 05:09:59.356358,Delivered,489.17,1.038,0.586,0.572,11292.35,11277.05,18,0
476,ORD00476,305,202,2024-03-10 00:00:00,2024-03-10 05:38:31.291806,2024-03-10 05:42:31.291806,Delivered,62.16,1.14,0.461,0.748,4992.32,4657.72,4,0
477,ORD00477,301,201,2024-07-20 00:00:00,2024-07-20 05:37:15.233706,2024-07-20 07:24:15.233706,Delivered,771.0,0.96,0.729,0.543,4679.64,4669.41,107,0
478,ORD00478,304,203,2025-03-24 00:00:00,2025-03-24 08:31:21.036253,2025-03-24 08:13:21.036253,Delivered,257.52,0.728,0.239,0.495,15280.87,15341.92,-18,1
479,ORD00479,303,203,2024-02-12 00:00:00,2024-02-12 14:57:59.559302,2024-02-12 14:15:59.559302,Delivered,386.54,1.031,0.381,0.119,39432.08,39300.7,-42,1
480,ORD00480,303,202,2024-04-03 00:00:00,2024-04-03 15:58:27.828280,2024-04-03 17:49:27.828280,Delivered,449.97,0.858,0.698,0.652,13217.35,13281.09,111,0
481,ORD00481,302,203,2024-03-20 00:00:00,2024-03-20 10:27:26.367412,2024-03-20 11:34:26.367412,Delivered,769.6,1.071,1.0,0.472,28915.28,28734.78,67,0
482,ORD00482,302,203,2024-02-04 00:00:00,2024-02-04 10:05:40.635761,2024-02-04 10:43:40.635761,Delivered,473.14,1.061,1.0,0.448,28652.8,28685.92,38,0
483,ORD00483,302,203,2024-06-14 00:00:00,2024-06-14 10:07:37.880180,2024-06-14 10:32:37.880180,Delivered,767.63,1.004,0.519,0.305,27117.24,27049.21,25,0
484,ORD00484,304,202,2024-02-23 00:00:00,2024-02-23 06:17:26.162433,2024-02-23 07:22:26.162433,Delivered,755.03,0.922,1.0,0.62,7797.13,7756.8,65,0
485,ORD00485,308,202,2024-05-13 00:00:00,2024-05-13 16:52:48.806223,2024-05-13 18:30:48.806223,Delivered,40.0,1.044,0.817,0.295,21447.16,21716.2,98,0
486,ORD00486,305,204,2024-09-13 00:00:00,2024-09-13 07:37:17.309231,2024-09-13 08:53:17.309231,Delivered,259.73,0.776,0.535,0.762,2699.59,2964.56,76,0
487,ORD00487,306,202,2024-04-17 00:00:00,2024-04-17 22:04:56.473943,2024-04-17 21:18:56.473943,Delivered,387.78,1.115,0.235,0.252,28292.15,28263.6,-46,1
488,ORD00488,303,203,2024-08-06 00:00:00,2024-08-06 14:13:03.286331,2024-08-06 14:54:03.286331,Delivered,441.71,1.042,0.667,0.623,39855.47,39920.62,41,0
489,ORD00489,308,202,2024-08-31 00:00:00,2024-08-31 17:15:45.432347,2024-08-31 17:15:45.432347,Delivered,548.79,0.958,0.341,0.047,19671.57,19419.74,0,1
490,ORD00490,302,201,2024-01-31 00:00:00,2024-01-31 08:28:46.967548,2024-01-31 08:28:46.967548,Delivered,61.83,1.251,0.0,0.563,14636.57,14515.1,0,1
491,ORD00491,306,203,2024-09-04 00:00:00,2024-09-04 21:06:03.720557,2024-09-04 20:53:03.720557,Delivered,232.77,1.011,0.667,0.476,63708.62,63904.57,-13,1
492,ORD00492,303,204,2025-02-20 00:00:00,2025-02-20 14:12:34.063091,2025-02-20 14:14:34.063091,Delivered,511.92,1.085,0.77,0.366,13286.31,13231.29,2,0
493,ORD00493,306,204,2024-03-22 00:00:00,2024-03-22 20:26:00.125071,2024-03-22 22:04:00.125071,Delivered,323.51,0.919,0.761,0.649,18519.41,19235.92,98,0
494,ORD00494,304,204,2025-01-20 00:00:00,2025-01-20 08:16:42.089399,2025-01-20 08:16:42.089399,Delivered,643.19,0.965,0.463,0.459,6484.47,6484.6,0,1
495,ORD00495,307,203,2024-10-01 00:00:00,2024-10-01 16:08:11.750624,2024-10-01 16:58:11.750624,Delivered,574.47,1.097,0.556,0.357,51017.54,51095.37,50,0
496,ORD00496,302,204,2024-04-19 00:00:00,2024-04-19 10:36:09.288965,2024-04-19 12:46:09.288965,Delivered,400.44,1.0,0.358,0.565,8642.59,8834.5,130,0
497,ORD00497,307,202,2024-12-01 00:00:00,2024-12-01 17:22:45.513608,2024-12-01 19:52:45.513608,Delivered,603.36,0.9,0.742,0.783,16860.94,16729.61,150,0
498,ORD00498,306,204,2024-01-05 00:00:00,2024-01-05 20:46:46.328722,2024-01-05 22:43:46.328722,Delivered,575.44,0.88,0.684,0.561,17744.9,18009.76,117,0
499,ORD00499,304,204,2024-12-10 00:00:00,2024-12-10 07:54:07.370114,2024-12-10 08:23:07.370114,Delivered,469.15,0.955,0.858,0.522,6418.39,6322.52,29,0
500,ORD00500,308,202,2024-04-09 00:00:00,2024-04-09 19:17:05.263526,2024-04-09 20:25:05.263526,Delivered,206.07,1.113,0.559,0.384,22864.96,22893.5,68,0
501,ORD00501,303,203,2024-05-02 00:00:00,2024-05-02 14:49:12.836634,2024-05-02 17:51:12.836634,Delivered,355.9,1.146,0.754,0.691,43842.82,44226.55,182,0
502,ORD00502,304,203,2024-09-22 00:00:00,2024-09-22 07:35:00.821640,2024-09-22 09:17:00.821640,Delivered,433.41,1.041,0.459,0.671,21859.86,22248.48,102,0
503,ORD00503,305,202,2024-05-10 00:00:00,2024-05-10 05:17:47.957471,2024-05-10 04:24:47.957471,Delivered,418.94,1.046,0.245,0.828,4578.82,4652.03,-53,1
504,ORD00504,306,201,2024-10-25 00:00:00,2024-10-25 19:53:13.444530,2024-10-25 20:33:13.444530,Delivered,189.9,1.205,0.596,0.591,32893.21,32812.04,40,0
505,ORD00505,308,201,2024-12-04 00:00:00,2024-12-04 19:32:55.101462,2024-12-04 21:03:55.101462,Delivered,360.05,1.016,0.63,0.744,22455.26,22581.39,91,0
506,ORD00506,301,202,2025-03-10 00:00:00,2025-03-10 04:27:07.914397,2025-03-10 04:31:07.914397,Delivered,432.99,0.98,0.736,0.519,4441.55,4582.44,4,0
507,ORD00507,305,201,2024-09-01 00:00:00,2024-09-01 04:24:43.717302,2024-09-01 03:47:43.717302,Delivered,611.31,1.042,0.608,0.273,4910.38,5331.19,-37,1
508,ORD00508,303,203,2024-05-16 00:00:00,2024-05-16 13:08:21.275514,2024-05-16 14:43:21.275514,Delivered,636.42,1.029,1.0,0.662,39371.75,39935.35,95,0
509,ORD00509,302,204,2024-10-14 00:00:00,2024-10-14 10:31:01.260831,2024-10-14 12:02:01.260831,Delivered,402.69,1.148,0.659,0.232,9914.5,10178.49,91,0
510,ORD00510,304,202,2024-05-17 00:00:00,2024-05-17 07:47:00.406438,2024-05-17 08:40:00.406438,Delivered,526.33,0.998,0.429,0.491,8439.19,8505.57,53,0
511,ORD00511,304,203,2024-12-12 00:00:00,2024-12-12 07:13:37.093045,2024-12-12 07:19:37.093045,Delivered,254.76,1.054,0.332,0.645,22130.18,22158.81,6,0
512,ORD00512,307,203,2024-08-13 00:00:00,2024-08-13 14:26:07.360342,2024-08-13 15:17:07.360342,Delivered,390.85,1.136,0.945,0.378,52838.59,53019.5,51,0
513,ORD00513,306,203,2024-07-09 00:00:00,2024-07-09 19:53:23.399309,2024-07-09 20:59:23.399309,Delivered,257.85,0.904,0.704,0.007,56939.94,57142.44,66,0
514,ORD00514,304,204,2024-08-20 00:00:00,2024-08-20 07:11:59.067256,2024-08-20 07:50:59.067256,Delivered,75.64,0.865,0.719,0.4,5815.61,6159.0,39,0
515,ORD00515,304,203,2024-07-02 00:00:00,2024-07-02 06:31:28.518956,2024-07-02 06:52:28.518956,Delivered,595.3,0.836,0.806,0.247,17546.19,17958.07,21,0
516,ORD00516,305,201,2024-01-17 00:00:00,2024-01-17 05:34:57.162196,2024-01-17 06:44:57.162196,Delivered,520.72,1.21,1.0,0.61,5703.41,5817.1,70,0
517,ORD00517,302,203,2024-02-04 00:00:00,2024-02-04 10:28:00.318737,2024-02-04 10:59:00.318737,Delivered,593.63,0.992,0.748,0.16,26783.01,26714.55,31,0
518,ORD00518,306,202,2024-08-02 00:00:00,2024-08-02 20:07:28.702700,2024-08-02 21:26:28.702700,Delivered,666.06,1.22,0.851,0.675,30939.83,31197.56,79,0
519,ORD00519,306,201,2025-01-08 00:00:00,2025-01-08 21:39:32.234885,2025-01-08 23:02:32.234885,Delivered,347.18,1.059,0.438,0.574,28922.86,29179.8,83,0
520,ORD00520,302,202,2024-07-25 00:00:00,2024-07-25 11:24:22.933458,2024-07-25 11:30:22.933458,Delivered,350.3,1.091,0.0,0.42,11862.15,11676.61,6,0
521,ORD00521,303,204,2024-06-12 00:00:00,2024-06-12 15:00:40.866509,2024-06-12 15:02:40.866509,Delivered,520.9,0.907,0.722,0.659,11102.38,11266.32,2,0
522,ORD00522,304,204,2024-05-01 00:00:00,2024-05-01 09:36:25.368059,2024-05-01 09:53:25.368059,Delivered,585.58,1.014,0.248,0.511,6811.49,7028.9,17,0
523,ORD00523,301,203,2024-07-09 00:00:00,2024-07-09 05:30:06.080025,2024-07-09 06:18:06.080025,Delivered,466.3,1.047,0.759,0.324,11773.44,12074.66,48,0
524,ORD00524,307,203,2024-12-27 00:00:00,2024-12-27 18:04:05.839863,2024-12-27 17:49:05.839863,Delivered,448.99,1.033,0.498,0.326,48020.85,47946.48,-15,1
525,ORD00525,308,201,2024-01-31 00:00:00,2024-01-31 18:56:15.955276,2024-01-31 20:16:15.955276,Delivered,105.91,0.907,0.31,0.368,20044.26,20499.48,80,0
526,ORD00526,306,204,2024-09-05 00:00:00,2024-09-05 20:41:42.221162,2024-09-05 21:30:42.221162,Delivered,347.65,0.966,0.594,0.453,19482.81,19748.16,49,0
527,ORD00527,305,204,2024-02-02 00:00:00,2024-02-02 05:17:58.317011,2024-02-02 04:33:58.317011,Delivered,233.8,1.075,0.406,0.695,3740.54,3719.76,-44,1
528,ORD00528,303,202,2025-03-15 00:00:00,2025-03-15 12:24:59.011436,2025-03-15 11:28:59.011436,Delivered,108.08,0.928,0.547,0.431,14293.68,14635.88,-56,1
529,ORD00529,305,204,2024-12-19 00:00:00,2024-12-19 05:14:49.318333,2024-12-19 07:11:49.318333,Delivered,474.1,0.926,0.983,0.747,3222.49,3720.98,117,0
530,ORD00530,301,203,2024-09-18 00:00:00,2024-09-18 03:29:23.586280,2024-09-18 04:04:23.586280,Delivered,331.83,0.979,0.45,0.338,11013.71,11140.33,35,0
531,ORD00531,307,201,2024-06-04 00:00:00,2024-06-04 14:43:59.171833,2024-06-04 16:06:59.171833,Delivered,702.24,0.996,0.66,0.84,20062.19,20053.52,83,0
532,ORD00532,305,203,2025-01-07 00:00:00,2025-01-07 06:43:39.187353,2025-01-07 06:35:39.187353,Delivered,903.24,0.963,0.54,0.477,10477.07,10622.36,-8,1
533,ORD00533,303,202,2024-04-02 00:00:00,2024-04-02 12:11:46.498257,2024-04-02 12:09:46.498257,Delivered,685.66,0.918,0.633,0.573,14144.88,14233.34,-2,1
534,ORD00534,304,201,2024-10-14 00:00:00,2024-10-14 07:46:15.308289,2024-10-14 09:23:15.308289,Delivered,663.5,0.902,0.412,0.602,8210.68,8320.69,97,0
535,ORD00535,306,204,2024-04-12 00:00:00,2024-04-12 22:31:58.814223,2024-04-13 00:32:58.814223,Delivered,466.81,0.913,0.853,0.375,18406.24,18575.88,121,0
536,ORD00536,307,202,2025-03-20 00:00:00,2025-03-20 16:43:16.415557,2025-03-20 17:39:16.415557,Delivered,222.29,0.967,0.0,0.567,18110.95,18111.51,56,0
537,ORD00537,308,204,2024-10-15 00:00:00,2024-10-15 17:49:54.118477,2024-10-15 18:10:54.118477,Delivered,333.06,1.097,0.7,0.258,17904.57,18042.09,21,0
538,ORD00538,307,204,2024-09-24 00:00:00,2024-09-24 15:20:11.629834,2024-09-24 16:40:11.629834,Delivered,281.19,0.945,0.627,0.533,14056.47,13996.33,80,0
539,ORD00539,305,201,2024-06-28 00:00:00,2024-06-28 04:46:19.179383,2024-06-28 04:53:19.179383,Delivered,256.8,1.159,0.198,0.58,5459.52,5645.96,7,0
540,ORD00540,308,203,2024-11-13 00:00:00,2024-11-13 18:39:48.764227,2024-11-13 18:35:48.764227,Delivered,611.77,1.053,0.857,0.258,53684.11,53637.66,-4,1
541,ORD00541,303,201,2024-06-24 00:00:00,2024-06-24 13:57:58.515762,2024-06-24 16:16:58.515762,Delivered,404.69,1.182,0.528,0.829,19596.05,19673.24,139,0
542,ORD00542,308,202,2025-02-21 00:00:00,2025-02-21 17:59:02.474006,2025-02-21 19:32:02.474006,Delivered,358.92,1.134,0.458,0.661,23295.27,23473.83,93,0
543,ORD00543,301,202,2024-09-09 00:00:00,2024-09-09 06:20:24.926366,2024-09-09 08:34:24.926366,Delivered,40.0,1.016,0.637,0.512,4602.52,4781.12,134,0
544,ORD00544,302,201,2025-01-13 00:00:00,2025-01-13 09:39:22.594759,2025-01-13 09:57:22.594759,Delivered,530.96,1.089,0.162,0.813,12738.13,12850.65,18,0
545,ORD00545,308,202,2024-12-01 00:00:00,2024-12-01 18:30:37.269525,2024-12-01 20:23:37.269525,Delivered,233.54,0.849,0.995,0.445,17441.31,17386.9,113,0
546,ORD00546,307,202,2024-09-03 00:00:00,2024-09-03 15:15:54.843499,2024-09-03 17:16:54.843499,Delivered,534.54,0.995,0.68,0.486,18636.18,18968.4,121,0
547,ORD00547,307,203,2024-01-24 00:00:00,2024-01-24 15:38:05.342581,2024-01-24 16:09:05.342581,Delivered,698.1,0.7,0.424,0.71,32550.0,32705.1,31,0
548,ORD00548,308,204,2024-04-08 00:00:00,2024-04-08 19:16:00.650066,2024-04-08 18:16:00.650066,Delivered,337.93,1.0,0.088,0.444,16323.66,16148.81,-60,1
549,ORD00549,306,201,2024-04-01 00:00:00,2024-04-01 21:58:08.545986,2024-04-01 23:17:08.545986,Delivered,543.67,0.905,0.125,0.541,24711.4,24999.61,79,0
550,ORD00550,308,203,2024-01-14 00:00:00,2024-01-14 19:38:43.374598,2024-01-14 20:14:43.374598,Delivered,485.77,0.715,0.19,0.455,36444.0,36508.95,36,0
551,ORD00551,301,201,2025-02-28 00:00:00,2025-02-28 06:13:58.298203,2025-02-28 05:22:58.298203,Delivered,356.72,0.91,0.266,0.335,4438.05,4388.37,-51,1
552,ORD00552,307,202,2024-07-30 00:00:00,2024-07-30 15:39:39.317855,2024-07-30 14:46:39.317855,Delivered,196.41,1.072,0.155,0.382,20065.55,20007.07,-53,1
553,ORD00553,303,202,2024-08-30 00:00:00,2024-08-30 14:39:06.159876,2024-08-30 15:55:06.159876,Delivered,398.31,0.886,0.529,0.575,13653.51,13847.14,76,0
554,ORD00554,305,202,2024-06-23 00:00:00,2024-06-23 04:54:53.736571,2024-06-23 04:41:53.736571,Delivered,489.43,0.85,0.37,0.315,3720.31,3846.79,-13,1
555,ORD00555,305,203,2024-03-17 00:00:00,2024-03-17 04:48:23.497838,2024-03-17 05:05:23.497838,Delivered,324.57,0.997,0.316,0.487,10840.54,10801.63,17,0
556,ORD00556,308,202,2024-04-04 00:00:00,2024-04-04 18:42:02.497150,2024-04-04 20:14:02.497150,Delivered,513.72,0.971,0.668,0.359,19949.97,19939.65,92,0
557,ORD00557,306,203,2025-02-07 00:00:00,2025-02-07 19:58:27.687927,2025-02-07 20:40:27.687927,Delivered,475.58,0.994,0.441,0.791,62592.9,63022.67,42,0
558,ORD00558,302,202,2025-03-08 00:00:00,2025-03-08 09:52:45.493506,2025-03-08 10:20:45.493506,Delivered,573.62,0.963,0.929,0.132,10468.92,10747.34,28,0
559,ORD00559,301,201,2025-02-10 00:00:00,2025-02-10 05:11:32.671176,2025-02-10 06:34:32.671176,Delivered,260.9,1.214,0.494,0.291,5918.59,6111.11,83,0
560,ORD00560,302,203,2024-11-03 00:00:00,2024-11-03 09:19:10.221428,2024-11-03 09:55:10.221428,Delivered,137.76,0.795,1.0,0.294,21457.65,21261.0,36,0
561,ORD00561,305,204,2024-04-17 00:00:00,2024-04-17 04:29:37.719380,2024-04-17 05:01:37.719380,Delivered,485.84,0.908,0.505,0.679,3159.98,2874.5,32,0
562,ORD00562,308,201,2024-09-15 00:00:00,2024-09-15 15:36:54.340168,2024-09-15 15:59:54.340168,Delivered,419.89,0.851,0.71,0.799,18805.39,18832.7,23,0
563,ORD00563,303,204,2024-04-14 00:00:00,2024-04-14 12:47:03.453976,2024-04-14 14:34:03.453976,Delivered,91.58,0.866,0.539,0.208,10601.05,10776.05,107,0
564,ORD00564,307,202,2024-02-29 00:00:00,2024-02-29 16:49:37.974442,2024-02-29 17:47:37.974442,Delivered,344.0,0.817,0.553,0.233,15299.42,15542.59,58,0
565,ORD00565,304,203,2024-04-16 00:00:00,2024-04-16 08:38:26.939082,2024-04-16 08:14:26.939082,Delivered,148.48,1.002,0.57,0.702,21032.1,21262.26,-24,1
566,ORD00566,303,204,2024-09-06 00:00:00,2024-09-06 11:45:17.172751,2024-09-06 11:48:17.172751,Delivered,92.33,0.829,0.395,0.383,10148.25,10368.02,3,0
567,ORD00567,303,204,2025-01-24 00:00:00,2025-01-24 13:54:26.820532,2025-01-24 17:41:26.820532,Delivered,418.54,1.096,0.557,1.0,13418.58,13816.94,227,0
568,ORD00568,301,204,2024-11-01 00:00:00,2024-11-01 04:55:32.890590,2024-11-01 05:00:32.890590,Delivered,365.95,0.99,0.12,0.66,3565.04,3340.81,5,0
569,ORD00569,307,203,2024-08-23 00:00:00,2024-08-23 15:50:07.637620,2024-08-23 17:07:07.637620,Delivered,521.25,0.932,0.752,0.083,43358.91,43741.74,77,0
570,ORD00570,308,201,2024-02-17 00:00:00,2024-02-17 18:45:31.641677,2024-02-17 21:08:31.641677,Delivered,546.49,1.011,0.787,0.464,22336.3,22685.48,143,0
571,ORD00571,306,204,2024-06-20 00:00:00,2024-06-20 20:19:58.650687,2024-06-20 21:13:58.650687,Delivered,320.1,0.857,0.939,0.379,17270.17,17223.13,54,0
572,ORD00572,305,202,2024-04-20 00:00:00,2024-04-20 05:50:43.408980,2024-04-20 06:18:43.408980,Delivered,601.95,0.924,0.181,0.861,4046.23,4737.46,28,0
573,ORD00573,302,201,2025-03-23 00:00:00,2025-03-23 09:17:32.811773,2025-03-23 09:31:32.811773,Delivered,154.59,0.865,0.415,0.356,10119.58,10318.01,14,0
574,ORD00574,308,203,2025-02-04 00:00:00,2025-02-04 18:03:18.010570,2025-02-04 19:08:18.010570,Delivered,281.92,1.222,0.411,0.498,62302.82,62375.72,65,0
575,ORD00575,303,202,2024-10-29 00:00:00,2024-10-29 13:30:16.228280,2024-10-29 13:59:16.228280,Delivered,474.65,1.028,0.0,0.418,15828.31,15796.98,29,0
576,ORD00576,303,204,2024-08-19 00:00:00,2024-08-19 15:42:50.991687,2024-08-19 16:21:50.991687,Delivered,254.05,1.191,0.321,0.416,14579.23,14528.58,39,0
577,ORD00577,307,201,2024-10-15 00:00:00,2024-10-15 15:29:44.846252,2024-10-15 14:33:44.846252,Delivered,376.64,1.131,0.487,0.344,22783.23,22520.54,-56,1
578,ORD00578,301,203,2024-08-03 00:00:00,2024-08-03 06:56:09.606290,2024-08-03 06:02:09.606290,Delivered,544.37,1.192,0.344,0.25,13407.17,13410.41,-54,1
579,ORD00579,303,203,2024-05-20 00:00:00,2024-05-20 13:34:12.806666,2024-05-20 13:50:12.806666,Delivered,769.94,1.015,0.697,0.546,38816.74,38762.39,16,0
580,ORD00580,308,203,2024-09-07 00:00:00,2024-09-07 17:58:11.090418,2024-09-07 20:36:11.090418,Delivered,769.03,0.914,0.625,0.553,46606.42,47075.9,158,0
581,ORD00581,301,202,2024-09-06 00:00:00,2024-09-06 04:52:25.989687,2024-09-06 04:34:25.989687,Delivered,408.98,0.835,0.178,0.582,3780.72,3959.87,-18,1
582,ORD00582,305,201,2024-04-04 00:00:00,2024-04-04 04:25:18.407400,2024-04-04 07:01:18.407400,Delivered,57.55,1.009,0.434,0.661,4754.05,5122.46,156,0
583,ORD00583,307,201,2024-01-30 00:00:00,2024-01-30 15:18:25.914284,2024-01-30 15:50:25.914284,Delivered,461.57,0.865,0.634,0.454,17428.59,17505.6,32,0
584,ORD00584,302,203,2025-03-02 00:00:00,2025-03-02 10:19:49.126997,2025-03-02 12:14:49.126997,Delivered,309.91,0.993,0.955,0.827,26818.51,26957.21,115,0
585,ORD00585,303,203,2024-08-23 00:00:00,2024-08-23 11:42:51.201920,2024-08-23 12:40:51.201920,Delivered,145.98,0.95,0.354,0.653,36350.22,36609.86,58,0
586,ORD00586,304,203,2024-06-26 00:00:00,2024-06-26 07:26:41.606779,2024-06-26 07:01:41.606779,Delivered,489.42,1.062,0.835,0.373,22294.2,22317.83,-25,1
587,ORD00587,304,203,2024-12-08 00:00:00,2024-12-08 08:14:10.405127,2024-12-08 09:26:10.405127,Delivered,45.47,0.975,0.315,0.423,20481.47,20842.51,72,0
588,ORD00588,306,203,2024-10-13 00:00:00,2024-10-13 20:03:47.537154,2024-10-13 22:15:47.537154,Delivered,279.71,1.041,0.69,0.469,65592.52,65739.18,132,0
589,ORD00589,302,203,2024-02-27 00:00:00,2024-02-27 10:49:42.798823,2024-02-27 09:19:42.798823,Delivered,561.45,1.137,0.278,0.538,30707.68,31074.58,-90,1
590,ORD00590,308,204,2025-02-10 00:00:00,2025-02-10 17:28:00.116401,2025-02-10 18:26:00.116401,Delivered,670.46,1.01,0.806,0.628,16489.64,16611.85,58,0
591,ORD00591,301,204,2024-11-12 00:00:00,2024-11-12 07:45:11.501287,2024-11-12 07:32:11.501287,Delivered,268.54,1.082,0.459,0.332,3896.89,3810.88,-13,1
592,ORD00592,301,201,2024-07-01 00:00:00,2024-07-01 05:57:19.416484,2024-07-01 07:21:19.416484,Delivered,533.05,0.878,0.68,0.466,4281.71,4470.33,84,0
593,ORD00593,303,202,2025-03-22 00:00:00,2025-03-22 14:18:35.016405,2025-03-22 16:35:35.016405,Delivered,287.21,0.7,0.669,0.618,10781.4,11178.98,137,0
594,ORD00594,306,203,2024-07-11 00:00:00,2024-07-11 21:44:27.865610,2024-07-11 23:30:27.865610,Delivered,351.04,1.121,0.964,0.416,70631.09,70825.14,106,0
595,ORD00595,307,201,2024-06-10 00:00:00,2024-06-10 17:22:28.600563,2024-06-10 18:13:28.600563,Delivered,289.63,0.884,0.64,0.737,17817.14,17975.74,51,0
596,ORD00596,306,202,2024-04-21 00:00:00,2024-04-21 20:38:27.749813,2024-04-21 21:07:27.749813,Delivered,405.26,1.019,0.479,0.095,25849.26,26085.68,29,0
597,ORD00597,304,201,2024-09-04 00:00:00,2024-09-04 09:55:10.416309,2024-09-04 11:11:10.416309,Delivered,490.4,1.099,0.639,0.273,9997.83,10410.93,76,0
598,ORD00598,308,203,2024-05-31 00:00:00,2024-05-31 17:52:36.297433,2024-05-31 19:05:36.297433,Delivered,504.29,0.912,0.271,0.871,46512.94,46757.94,73,0
599,ORD00599,303,202,2024-06-18 00:00:00,2024-06-18 13:20:39.649627,2024-06-18 12:57:39.649627,Delivered,300.28,0.814,0.289,0.568,12534.18,12210.76,-23,1
